Title,Flawlesss,Good,Poor,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,Generation,Screen Size,Retina Display ,Memory,Hard Disk,Processor
Galaxy S3 Sprint - 32GB Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 16GB White,3500,3000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 16GB Black,3200,2700,1300,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 16GB Brown,2500,2000,1000,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 16GB Red,3500,2800,1700,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Red,,,,,,
Galaxy S3 T-Mobile - 32GB White,4300,3500,1300,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 32GB Black,4000,3300,1000,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 32GB Brown,3000,2500,1200,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 32GB Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Red,,,,,,
Galaxy S3 T-Mobile - 16GB White,3500,3000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 16GB Black,3200,2700,1300,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 16GB Brown,2500,2000,1000,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 16GB Red,3500,2800,1700,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Red,,,,,,
Galaxy S3 AT&T - 32GB White,4300,3500,1300,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 32GB Black,4000,3300,1000,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 32GB Brown,3000,2500,1200,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 32GB Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Red,,,,,,
Galaxy S3 AT&T - 16GB White,3500,3000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 16GB Black,3200,2700,1300,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 16GB Brown,2500,2000,1000,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 16GB Red,3500,2800,1700,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Red,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy - S II - Unlocked - 16GB White (Flawless),3000,2700,1200,TRUE,FALSE,Galaxy,S II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - S II - Unlocked - 16GB Black (Flawless),2400,2000,1000,TRUE,FALSE,Galaxy,S II,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy - S II - Sprint - 32GB White (Flawless),2700,2400,1200,TRUE,FALSE,Galaxy,S II,1,,32GB,Sprint,White,,,,,,
Galaxy - S II - Sprint - 32GB Black (Flawless),2700,2400,1200,TRUE,FALSE,Galaxy,S II,1,,32GB,Sprint,Black,,,,,,
Galaxy - S II - Sprint - 16GB White (Flawless),2000,1700,900,TRUE,FALSE,Galaxy,S II,1,,16GB,Sprint,White,,,,,,
Galaxy - S II - Sprint - 16GB Black (Flawless),2000,1700,900,TRUE,FALSE,Galaxy,S II,1,,16GB,Sprint,Black,,,,,,
Galaxy - S II - T-Mobile - 32GB White (Flawless),2700,2400,1200,TRUE,FALSE,Galaxy,S II,1,,32GB,T-Mobile,White,,,,,,
Galaxy - S II - T-Mobile - 32GB Black (Flawless),2700,2400,1200,TRUE,FALSE,Galaxy,S II,1,,32GB,T-Mobile,Black,,,,,,
Galaxy - S II - T-Mobile - 16GB White (Flawless),2000,1700,900,TRUE,FALSE,Galaxy,S II,1,,16GB,T-Mobile,White,,,,,,
Galaxy - S II - T-Mobile - 16GB Black (Flawless),2000,1700,900,TRUE,FALSE,Galaxy,S II,1,,16GB,T-Mobile,Black,,,,,,
Galaxy - S II AT&T 32GB White (Flawless),2700,2400,1200,TRUE,FALSE,Galaxy,S II,1,,32GB,AT&T,White,,,,,,
Galaxy - S II AT&T 32GB Black (Flawless),2700,2400,1200,TRUE,FALSE,Galaxy,S II,1,,32GB,AT&T,Black,,,,,,
Galaxy - S II AT&T 16GB White (Flawless),2000,1700,900,TRUE,FALSE,Galaxy,S II,1,,16GB,AT&T,White,,,,,,
Galaxy - S II AT&T 16GB Black (Flawless),2000,1700,900,TRUE,FALSE,Galaxy,S II,1,,16GB,AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,,
