Title,Honey price,Using condition,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,General,Screen Size,Retina Display ,Memory,Hard Disk,Processor
iPhone 4S AT&T 16GB  White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,White,,,,,,
iPhone 4S AT&T 16GB  Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,Black,,,,,,
iPhone 4S AT&T 16GB  Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,Black,,,,,,
iPhone 4S AT&T 16GB  Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 4 Unlocked - 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 32GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 32GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 32GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 32GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 16GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 16GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 16GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 16GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 8GB  White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 8GB  White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 8GB  White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 8GB  Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 8GB  Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 8GB  Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 4 Sprint - 8GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,White,,,,,,
iPhone 4 Sprint - 8GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,White,,,,,,
iPhone 4 Sprint - 8GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,White,,,,,,
iPhone 4 Sprint - 8GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,Black,,,,,,
iPhone 4 Sprint - 8GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,Black,,,,,,
iPhone 4 Sprint - 8GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 4 AT&T 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,White,,,,,,
iPhone 4 AT&T 32GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,White,,,,,,
iPhone 4 AT&T 32GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,White,,,,,,
iPhone 4 AT&T 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,Black,,,,,,
iPhone 4 AT&T 32GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,Black,,,,,,
iPhone 4 AT&T 32GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,Black,,,,,,
iPhone 4 AT&T 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,White,,,,,,
iPhone 4 AT&T 16GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,White,,,,,,
iPhone 4 AT&T 16GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,White,,,,,,
iPhone 4 AT&T 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,Black,,,,,,
iPhone 4 AT&T 16GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,Black,,,,,,
iPhone 4 AT&T 16GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,
Mini - 4G LTE Verizon 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 32GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 32GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 16GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 16GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE - Sprint - 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 64GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 64GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 32GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 32GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 16GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 16GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE AT&T 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 64GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 64GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 32GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 32GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 16GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 16GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,Black,,,,,,
Mini WiFi Only 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,White,,,,,,
Mini WiFi Only 64GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,White,,,,,,
Mini WiFi Only 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,White,,,,,,
Mini WiFi Only 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,Black,,,,,,
Mini WiFi Only 64GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,Black,,,,,,
Mini WiFi Only 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,Black,,,,,,
Mini WiFi Only 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,White,,,,,,
Mini WiFi Only 32GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,White,,,,,,
Mini WiFi Only 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,White,,,,,,
Mini WiFi Only 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,Black,,,,,,
Mini WiFi Only 32GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,Black,,,,,,
Mini WiFi Only 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,Black,,,,,,
Mini WiFi Only 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,White,,,,,,
Mini WiFi Only 16GB White (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,White,,,,,,
Mini WiFi Only 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,White,,,,,,
Mini WiFi Only 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,Black,,,,,,
Mini WiFi Only 16GB Black (Good),100,Good,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,Black,,,,,,
Mini WiFi Only 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,Black,,,,,,
iPad 4 - 4G LTE Verizon 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE AT&T 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 4 WiFi Only 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPad 3 - 4G LTE Verizon 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,Black,,,,,,
