Title,Honey price,Using condition,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,Generation,Screen Size,Retina Display ,Memory,Hard Disk,Processor
iPhone 4 AT&T 16GB Black (Poor),600,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,Black,,,,,,

iPhone 4 Verizon models - make it the same as AT&T iPhone 4 models

iPhone 4 Verizon 32GB White (Flawless),2300,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Verizon,White,,,,,,
iPhone 4 Verizon 32GB White (Good),2000,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Verizon,White,,,,,,
iPhone 4 Verizon 32GB White (Poor),800,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Verizon,White,,,,,,
iPhone 4 Verizon 32GB Black (Flawless),2000,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Verizon,Black,,,,,,
iPhone 4 Verizon 32GB Black (Good),1700,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Verizon,Black,,,,,,
iPhone 4 Verizon 32GB Black (Poor),700,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Verizon,Black,,,,,,
iPhone 4 Verizon 16GB White (Flawless),2000,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Verizon,White,,,,,,
iPhone 4 Verizon 16GB White (Good),1600,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Verizon,White,,,,,,
iPhone 4 Verizon 16GB White (Poor),700,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Verizon,White,,,,,,
iPhone 4 Verizon 16GB Black (Flawless),1700,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Verizon,Black,,,,,,
iPhone 4 Verizon 16GB Black (Good),1400,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Verizon,Black,,,,,,
iPhone 4 Verizon 16GB Black (Poor),600,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Verizon,Black,,,,,,

iPad Mini 4G LTE 64GB Verizon is missing - please use same prices from Sprint with the same model

Mini - 4G LTE Verizon 64GB White (Flawless),5500,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 64GB White (Good),5000,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 64GB White (Poor),2500,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 64GB Black (Flawless),5200,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 64GB Black (Good),4800,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 64GB Black (Poor),2200,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Verizon,Black,,,,,,

Mini - 4G LTE Verizon 32GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 32GB White (Good),4700,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 32GB White (Poor),2000,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 32GB Black (Flawless),4900,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 32GB Black (Good),4500,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 32GB Black (Poor),1800,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 16GB White (Flawless),4500,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 16GB White (Good),4200,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 16GB White (Poor),2000,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 16GB Black (Flawless),4100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 16GB Black (Good),3700,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 16GB Black (Poor),1700,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE - Sprint - 64GB White (Flawless),5500,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 64GB White (Good),5000,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 64GB White (Poor),2500,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 64GB Black (Flawless),5200,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 64GB Black (Good),4800,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 64GB Black (Poor),2200,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 32GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 32GB White (Good),4700,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 32GB White (Poor),2000,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 32GB Black (Flawless),4900,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 32GB Black (Good),4500,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 32GB Black (Poor),1800,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 16GB White (Flawless),4500,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 16GB White (Good),4200,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 16GB White (Poor),2000,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 16GB Black (Flawless),4100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 16GB Black (Good),3700,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 16GB Black (Poor),1700,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE AT&T 64GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 64GB White (Good),4700,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 64GB White (Poor),2000,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 64GB Black (Flawless),4900,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 64GB Black (Good),4500,Good,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 64GB Black (Poor),1800,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 32GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 32GB White (Good),4700,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 32GB White (Poor),2000,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 32GB Black (Flawless),4900,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 32GB Black (Good),4500,Good,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 32GB Black (Poor),1800,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 16GB White (Flawless),4500,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 16GB White (Good),4200,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 16GB White (Poor),2000,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 16GB Black (Flawless),4100,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 16GB Black (Good),3700,Good,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 16GB Black (Poor),1700,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,Black,,,,,,
Mini WiFi Only 64GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,White,,,,,,
Mini WiFi Only 64GB White (Good),4500,Good,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,White,,,,,,
Mini WiFi Only 64GB White (Poor),2000,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,White,,,,,,
Mini WiFi Only 64GB Black (Flawless),4500,Flawless,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,Black,,,,,,
Mini WiFi Only 64GB Black (Good),4000,Good,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,Black,,,,,,
Mini WiFi Only 64GB Black (Poor),1700,Poor,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,Black,,,,,,
Mini WiFi Only 32GB White (Flawless),4000,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,White,,,,,,
Mini WiFi Only 32GB White (Good),3700,Good,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,White,,,,,,
Mini WiFi Only 32GB White (Poor),1500,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,White,,,,,,
Mini WiFi Only 32GB Black (Flawless),3800,Flawless,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,Black,,,,,,
Mini WiFi Only 32GB Black (Good),3400,Good,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,Black,,,,,,
Mini WiFi Only 32GB Black (Poor),1200,Poor,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,Black,,,,,,
Mini WiFi Only 16GB White (Flawless),3400,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,White,,,,,,
Mini WiFi Only 16GB White (Good),3000,Good,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,White,,,,,,
Mini WiFi Only 16GB White (Poor),1000,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,White,,,,,,
Mini WiFi Only 16GB Black (Flawless),3200,Flawless,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,Black,,,,,,
Mini WiFi Only 16GB Black (Good),2800,Good,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,Black,,,,,,
Mini WiFi Only 16GB Black (Poor),700,Poor,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,Black,,,,,,
iPad 4 - 4G LTE Verizon 64GB White (Flawless),7500,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 64GB White (Good),7000,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 64GB White (Poor),3000,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 64GB Black (Flawless),7000,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 64GB Black (Good),6500,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 64GB Black (Poor),2600,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 32GB White (Flawless),6500,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 32GB White (Good),6000,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 32GB White (Poor),2200,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 32GB Black (Flawless),6300,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 32GB Black (Good),5800,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 32GB Black (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 16GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 16GB White (Good),4500,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 16GB White (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 16GB Black (Flawless),4600,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 16GB Black (Good),4000,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 16GB Black (Poor),1700,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB White (Flawless),7500,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB White (Good),7000,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB White (Poor),3000,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB Black (Flawless),7000,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB Black (Good),6500,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB Black (Poor),2600,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB White (Flawless),6500,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB White (Good),6000,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB White (Poor),2200,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB Black (Flawless),6300,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB Black (Good),5800,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB Black (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB White (Good),4500,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB White (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB Black (Flawless),4600,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB Black (Good),4000,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB Black (Poor),1700,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE AT&T 64GB White (Flawless),7500,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 64GB White (Good),7000,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 64GB White (Poor),3000,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 64GB Black (Flawless),7000,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 64GB Black (Good),6500,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 64GB Black (Poor),2600,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 32GB White (Flawless),6500,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 32GB White (Good),6000,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 32GB White (Poor),2200,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 32GB Black (Flawless),6300,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 32GB Black (Good),5800,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 32GB Black (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 16GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 16GB White (Good),4500,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 16GB White (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 16GB Black (Flawless),4600,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 16GB Black (Good),4000,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 16GB Black (Poor),1700,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 4 WiFi Only 64GB White (Flawless),6500,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 64GB White (Good),6000,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 64GB White (Poor),3000,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 64GB Black (Flawless),6200,Flawless,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 64GB Black (Good),5700,Good,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 64GB Black (Poor),2700,Poor,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 32GB White (Flawless),6000,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 32GB White (Good),5500,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 32GB White (Poor),2500,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 32GB Black (Flawless),5500,Flawless,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 32GB Black (Good),5000,Good,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 32GB Black (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 16GB White (Flawless),4000,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 16GB White (Good),3500,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 16GB White (Poor),1500,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 16GB Black (Flawless),3600,Flawless,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 16GB Black (Good),3000,Good,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 16GB Black (Poor),1200,Poor,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,Black,,,,,,

iPad 3 - 4G LTE Verizon 64GB White (Flawless),5500,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 64GB White (Good),5000,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 64GB White (Poor),2500,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 64GB Black (Flawless),5200,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 64GB Black (Good),4700,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 64GB Black (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 32GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 32GB White (Good),4400,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 32GB White (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 32GB Black (Flawless),4500,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 32GB Black (Good),4000,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 32GB Black (Poor),1500,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 16GB White (Flawless),3500,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 16GB White (Good),3000,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 16GB White (Poor),1200,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 16GB Black (Flawless),3000,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 16GB Black (Good),2600,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 16GB Black (Poor),1000,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,Black,,,,,,

iPad 3 - 4G LTE AT&T 64GB White (Flawless),5500,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 64GB White (Good),5000,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 64GB White (Poor),2500,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 64GB Black (Flawless),5200,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 64GB Black (Good),4700,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,Black,,,,,,
